Fecha,Plazo,Monto Asignado,Tasa de Rendimiento
17/12/2015,28,5500,3.2
24/12/2015,28,5500,3.15
31/12/2015,28,5500,3.05
07/01/2016,28,5500,3.05
14/01/2016,28,5500,3.05
21/01/2016,28,5500,3.09
28/01/2016,28,5500,3.14
04/02/2016,28,5500,3.16
11/02/2016,28,5500,3.2
18/02/2016,28,5500,3.23
25/02/2016,27,5500,3.85
03/03/2016,28,5500,3.88
10/03/2016,28,5500,3.78
17/03/2016,28,5500,3.8
23/03/2016,29,5500,3.78
31/03/2016,28,5500,3.76
07/04/2016,28,5500,3.73
14/04/2016,28,5500,3.74
21/04/2016,28,5500,3.74
28/04/2016,28,5500,3.76
05/05/2016,28,5500,3.77
12/05/2016,28,5500,3.77
19/05/2016,28,5500,3.81
26/05/2016,28,5500,3.9
02/06/2016,28,5500,3.8
09/06/2016,28,5500,3.78
16/06/2016,28,5500,3.83
23/06/2016,28,5500,3.76
30/06/2016,28,5500,3.86
07/07/2016,28,5500,4.23
14/07/2016,28,5500,4.19
21/07/2016,28,5500,4.21
28/07/2016,28,5500,4.21
04/08/2016,28,5500,4.22
11/08/2016,28,5500,4.22
18/08/2016,28,5500,4.27
25/08/2016,28,5500,4.23
01/09/2016,28,5500,4.29
08/09/2016,28,5500,4.23
15/09/2016,28,5500,4.22
22/09/2016,28,5500,4.27
29/09/2016,28,5500,4.41
06/10/2016,28,5500,4.7
13/10/2016,28,5500,4.7
20/10/2016,28,5500,4.67
27/10/2016,28,5500,4.68
03/11/2016,28,5500,4.75
10/11/2016,28,5500,4.81
17/11/2016,28,7000,5.56
24/11/2016,28,7000,5.48
01/12/2016,28,7000,5.62
08/12/2016,28,7000,5.59
15/12/2016,28,7000,5.51
22/12/2016,28,7000,5.65
29/12/2016,28,7000,5.69
05/01/2017,28,9000,5.82
12/01/2017,28,9000,5.87
19/01/2017,28,7000,5.86
26/01/2017,28,6000,5.77
02/02/2017,28,6000,5.88
09/02/2017,28,6000,5.9
16/02/2017,28,6000,6.21
23/02/2017,28,7000,6.24
02/03/2017,28,7000,6.25
09/03/2017,28,7000,6.29
16/03/2017,27,7000,6.3
23/03/2017,28,7000,6.32
30/03/2017,28,7000,6.43
06/04/2017,28,7000,6.48
12/04/2017,29,7000,6.54
20/04/2017,28,7000,6.47
27/04/2017,28,7000,6.5
04/05/2017,28,7000,6.5
11/05/2017,28,7000,6.49
18/05/2017,28,7000,6.53
25/05/2017,28,7000,6.71
01/06/2017,28,7000,6.72
08/06/2017,28,7000,6.74
15/06/2017,28,7000,6.79
22/06/2017,28,7000,6.87
29/06/2017,28,7000,6.96
06/07/2017,28,7000,7
13/07/2017,28,7000,6.98
20/07/2017,28,7000,6.99
27/07/2017,28,7000,6.99
03/08/2017,28,7000,6.99
10/08/2017,28,7000,6.96
17/08/2017,28,7000,6.91
24/08/2017,28,7000,6.92
31/08/2017,28,7000,6.91
07/09/2017,28,7000,6.98
14/09/2017,28,7000,6.98
21/09/2017,28,7000,6.98
28/09/2017,28,7000,7
05/10/2017,27,7000,7.03
12/10/2017,28,7000,7.03
19/10/2017,28,7000,7.04
26/10/2017,28,7000,7.02
01/11/2017,29,7000,7.03
09/11/2017,28,7000,7.02
16/11/2017,28,7000,7.01
23/11/2017,28,7000,7.02
30/11/2017,28,7000,7.01
07/12/2017,28,7000,7.02
14/12/2017,28,7000,7.19
21/12/2017,28,7000,7.24
28/12/2017,28,7000,7.22
04/01/2018,28,11000,7.25
11/01/2018,28,11000,7.24
18/01/2018,28,10500,7.24
25/01/2018,28,10000,7.25
01/02/2018,28,9500,7.24
08/02/2018,28,9000,7.35
15/02/2018,28,8500,7.5
22/02/2018,28,8000,7.49
01/03/2018,27,7500,7.47
08/03/2018,28,7000,7.5
15/03/2018,28,7000,7.46
22/03/2018,28,7000,7.44
28/03/2018,29,7000,7.49
05/04/2018,28,7000,7.46
12/04/2018,28,7000,7.47
19/04/2018,28,7000,7.45
26/04/2018,28,7000,7.45
03/05/2018,28,7000,7.47
10/05/2018,28,7000,7.52
17/05/2018,28,7000,7.58
24/05/2018,28,7000,7.51
31/05/2018,28,7000,7.48
07/06/2018,28,7000,7.51
14/06/2018,28,11000,7.62
21/06/2018,28,9000,7.71
28/06/2018,28,7000,7.7
05/07/2018,28,7000,7.72
12/07/2018,28,10000,7.74
19/07/2018,28,7000,7.74
26/07/2018,28,7000,7.72
02/08/2018,28,7000,7.74
09/08/2018,28,7000,7.74
16/08/2018,28,7000,7.74
23/08/2018,28,7000,7.71
30/08/2018,28,7000,7.72
06/09/2018,28,7000,7.7
13/09/2018,28,7000,7.7
20/09/2018,28,7000,7.69
27/09/2018,28,7000,7.65
04/10/2018,28,7000,7.67
11/10/2018,28,7000,7.7
18/10/2018,28,7000,7.65
25/10/2018,28,7000,7.72
01/11/2018,28,7000,7.76
08/11/2018,28,7000,7.71
15/11/2018,28,7000,7.79
22/11/2018,28,7000,7.94
29/11/2018,28,7000,7.97
06/12/2018,28,7000,7.95
13/12/2018,28,7000,7.97
20/12/2018,28,6000,8
27/12/2018,28,6000,8.17
03/01/2019,28,6000,8.06
10/01/2019,28,6000,8
17/01/2019,28,6000,7.91
24/01/2019,28,5000,7.91
31/01/2019,28,5000,7.86
07/02/2019,28,5000,7.9
14/02/2019,28,5000,7.88
21/02/2019,28,5000,7.85
28/02/2019,28,5000,8.1
07/03/2019,28,5000,8
14/03/2019,28,5000,8.09
21/03/2019,27,5000,8.15
28/03/2019,28,5000,7.85
04/04/2019,28,5000,7.8
11/04/2019,28,5000,7.76
17/04/2019,29,5000,7.81
25/04/2019,28,5000,7.75
02/05/2019,28,5000,8.2
09/05/2019,28,5000,8.02
16/05/2019,28,5000,8.05
23/05/2019,28,6000,8.03
30/05/2019,28,7000,8.05
06/06/2019,28,9000,8.3
13/06/2019,28,8000,8.28
20/06/2019,28,6000,8.24
27/06/2019,28,6000,8.18
04/07/2019,28,7000,8.1
11/07/2019,28,7000,8.17
18/07/2019,28,6000,8.13
25/07/2019,28,6000,8.15
01/08/2019,28,6000,8.01
08/08/2019,28,6000,8.15
15/08/2019,28,6000,8.05
22/08/2019,28,6000,7.96
29/08/2019,28,6000,7.87
05/09/2019,28,6000,7.81
12/09/2019,28,6000,7.72
19/09/2019,28,6000,7.72
26/09/2019,28,6000,7.61
03/10/2019,28,6000,7.65
10/10/2019,28,6000,7.7
17/10/2019,28,6000,7.67
24/10/2019,28,6000,7.65
31/10/2019,28,6000,7.62
07/11/2019,28,6000,7.55
14/11/2019,27,6000,7.45
21/11/2019,28,6000,7.43
28/11/2019,28,6000,7.46
05/12/2019,28,5000,7.4
11/12/2019,29,5000,7.04
19/12/2019,28,5000,6.8
26/12/2019,28,6000,7.25
02/01/2020,28,8000,7.25
09/01/2020,28,11000,7.26
16/01/2020,28,5000,7
23/01/2020,28,5000,7.05
30/01/2020,28,5000,7.04
06/02/2020,28,5000,6.99
13/02/2020,28,5000,7
20/02/2020,28,5000,6.95
27/02/2020,28,5000,6.91
05/03/2020,28,5000,6.7
12/03/2020,27,5000,6.81
19/03/2020,28,6000,7.15
26/03/2020,28,6000,6.59
02/04/2020,28,6000,6.39
08/04/2020,29,6000,6.23
16/04/2020,28,6000,6
23/04/2020,28,6000,6
30/04/2020,28,6000,5.84
07/05/2020,28,6000,5.7
14/05/2020,28,6000,5.39
21/05/2020,28,14000,5.39
28/05/2020,28,14000,5.38
04/06/2020,28,10000,5.27
11/06/2020,28,5000,5.15
18/06/2020,28,5000,4.98
25/06/2020,28,5000,4.85
02/07/2020,28,5000,4.81
09/07/2020,28,5000,4.95
16/07/2020,28,5000,4.9
23/07/2020,28,5000,4.8
30/07/2020,28,5000,4.63
06/08/2020,28,5000,4.53
13/08/2020,28,5000,4.48
20/08/2020,28,5000,4.43
27/08/2020,28,5000,4.5
03/09/2020,28,5000,4.42
10/09/2020,28,5000,4.41
17/09/2020,28,5000,4.45
24/09/2020,28,5000,4.25
01/10/2020,28,5000,4.18
08/10/2020,28,5000,4.26
15/10/2020,28,5000,4.22
22/10/2020,28,5000,4.14
29/10/2020,28,5000,4.22
05/11/2020,28,5000,4.25
12/11/2020,28,5000,4.14
19/11/2020,28,7500,4.24
26/11/2020,28,7500,4.28
03/12/2020,28,7500,4.35
10/12/2020,28,5000,4.26
17/12/2020,28,5000,4.23
24/12/2020,28,5000,4.27
31/12/2020,28,5000,4.24
07/01/2021,28,5000,4.28
14/01/2021,28,5000,4.19
21/01/2021,28,5000,4.19
28/01/2021,28,5000,4.22
04/02/2021,28,5000,4.24
11/02/2021,28,5000,4.19
18/02/2021,28,5000,4.01
25/02/2021,28,5000,4.02
04/03/2021,27,5000,4.06
11/03/2021,28,5000,4.05
18/03/2021,28,5000,4.05
25/03/2021,28,5000,4.03
31/03/2021,29,5000,4.08
08/04/2021,28,5000,4.07
15/04/2021,28,5000,4.07
22/04/2021,28,5000,4.06
29/04/2021,28,5000,4.06
06/05/2021,28,5000,4.07
13/05/2021,28,5000,4.06
20/05/2021,28,5000,4.05
27/05/2021,28,5000,4.07
03/06/2021,28,5000,4.02
10/06/2021,28,5000,4.04
17/06/2021,28,5000,4
24/06/2021,28,5000,4.03
01/07/2021,28,10000,4.3
08/07/2021,28,10000,4.3
15/07/2021,28,10000,4.3
22/07/2021,28,10000,4.33
29/07/2021,28,5000,4.35
05/08/2021,28,5000,4.33
12/08/2021,28,5000,4.5
19/08/2021,27,5000,4.5
26/08/2021,28,5000,4.49
02/09/2021,28,5000,4.39
09/09/2021,28,5000,4.49
15/09/2021,29,5000,4.6
23/09/2021,28,5000,4.58
30/09/2021,28,5000,4.69
07/10/2021,28,5000,4.81
14/10/2021,28,5000,4.79
21/10/2021,28,5000,4.83
28/10/2021,28,6000,4.93
04/11/2021,28,5000,5
11/11/2021,28,5000,5.14
16/11/2021,,,
18/11/2021,28,5000,5
25/11/2021,28,5000,5.05
02/12/2021,28,5000,5.1
09/12/2021,28,5000,5.2
16/12/2021,28,5000,5.2
23/12/2021,28,8200,5.45
30/12/2021,28,8200,5.49
06/01/2022,28,20000,5.51
13/01/2022,28,20000,5.52
20/01/2022,28,10000,5.57
27/01/2022,28,7500,5.5
03/02/2022,28,5000,5.84
10/02/2022,28,5000,5.75
17/02/2022,28,5000,5.95
24/02/2022,28,5000,5.94
03/03/2022,28,5000,6.06
10/03/2022,28,5000,6.15
17/03/2022,27,5000,6.33
24/03/2022,28,5000,6.49
31/03/2022,28,10000,6.52
07/04/2022,28,15000,6.52
13/04/2022,29,5000,6.52
21/04/2022,28,5000,6.5
28/04/2022,28,5000,6.68
05/05/2022,28,5000,6.85
12/05/2022,28,5000,6.97
19/05/2022,28,5000,6.93
26/05/2022,28,5000,6.9
02/06/2022,28,5000,7.01
09/06/2022,28,15000,7.32
16/06/2022,28,5000,7.15
23/06/2022,28,5000,7.5
30/06/2022,28,5000,7.56
07/07/2022,28,7500,7.7
14/07/2022,28,7500,7.55
21/07/2022,28,7500,7.74
28/07/2022,28,7500,8.05
04/08/2022,28,7500,8.01
11/08/2022,28,7500,8.3
18/08/2022,28,7500,8.35
25/08/2022,28,7500,8.35
01/09/2022,28,7500,8.35
08/09/2022,28,7500,8.55
15/09/2022,28,7500,8.75
22/09/2022,28,7500,8.61
29/09/2022,28,7500,9.25
06/10/2022,28,5000,9
13/10/2022,28,5000,8.9
20/10/2022,28,5000,8.8
27/10/2022,28,5000,9
03/11/2022,28,5000,9.4
10/11/2022,28,5000,9.19
17/11/2022,28,7500,9.37
24/11/2022,28,5000,9.7
01/12/2022,28,5000,9.68
08/12/2022,28,5000,10
15/12/2022,28,5000,9.8
22/12/2022,28,5000,10.2
29/12/2022,28,5000,10.1
05/01/2023,28,15000,10.49
12/01/2023,28,15000,10.46
19/01/2023,28,12500,10.7
26/01/2023,28,12500,10.8
02/02/2023,28,12500,10.78
09/02/2023,28,12500,10.82
16/02/2023,28,12500,11.05
23/02/2023,28,12500,11.04
02/03/2023,28,20000,11.05
09/03/2023,27,20000,11.19
16/03/2023,28,20000,11.3
23/03/2023,28,17500,11.28
30/03/2023,28,17500,11.34
05/04/2023,29,15000,11.28
13/04/2023,28,13000,11.3
20/04/2023,28,13000,11.3
27/04/2023,28,13000,11.27
04/05/2023,28,17500,11.4
11/05/2023,28,12000,11.39
18/05/2023,28,8000,11.25
25/05/2023,28,8000,11.25
01/06/2023,28,8000,11.2
08/06/2023,28,8000,11.32
15/06/2023,28,8000,11.15
22/06/2023,28,8000,11.09
29/06/2023,28,8000,11.02
06/07/2023,28,8500,11.3
13/07/2023,28,8500,11.29
20/07/2023,28,8500,11.18
27/07/2023,28,8500,11.09
03/08/2023,28,8500,11.28
10/08/2023,28,8500,11.25
17/08/2023,28,8500,11.26
24/08/2023,28,8500,10.96
31/08/2023,28,8500,11.07
07/09/2023,28,8500,11
14/09/2023,28,8500,11.25
21/09/2023,28,8500,11
28/09/2023,28,8500,11.05
05/10/2023,27,8500,11.05
12/10/2023,28,8500,11.05
19/10/2023,28,8500,10.95
26/10/2023,28,8500,11.26
01/11/2023,29,8500,11.09
09/11/2023,28,8500,10.95
16/11/2023,28,8500,10.87
23/11/2023,28,8500,10.75
30/11/2023,28,8500,10.78
07/12/2023,28,8500,11.25
14/12/2023,28,8500,11.25
21/12/2023,28,6000,11.09
28/12/2023,28,8500,11.26
04/01/2024,28,15000,11.3
11/01/2024,28,15000,11.28
18/01/2024,28,10000,11.3
25/01/2024,28,10000,11.28
01/02/2024,28,10000,11.15
08/02/2024,28,10000,11.06
15/02/2024,28,10000,11.05
22/02/2024,28,10000,11
29/02/2024,27,10000,11
07/03/2024,28,10000,11
14/03/2024,28,18000,11.18
21/03/2024,28,10000,10.99
27/03/2024,29,10000,10.9
04/04/2024,28,10000,10.88
11/04/2024,28,10000,10.92
18/04/2024,28,10000,11.04
25/04/2024,28,10000,11.04
02/05/2024,28,10000,10.95
09/05/2024,28,10000,11.03
16/05/2024,28,10000,10.95
23/05/2024,28,10000,11
30/05/2024,28,10000,11.03
06/06/2024,28,10000,11.04
13/06/2024,28,10000,11
20/06/2024,28,10000,10.95
27/06/2024,28,10000,10.88
04/07/2024,28,10000,11.02
11/07/2024,28,10000,10.9
18/07/2024,28,10000,10.89
25/07/2024,28,10000,10.87
01/08/2024,28,10000,10.97
08/08/2024,28,10000,10.86
15/08/2024,28,10000,10.65
22/08/2024,28,10000,10.65
29/08/2024,28,10000,10.65
05/09/2024,28,10000,10.51
12/09/2024,28,10000,10.49
19/09/2024,28,10000,10.4
26/09/2024,28,10000,10.35
03/10/2024,28,10000,10.3
10/10/2024,28,10000,10.3
17/10/2024,28,10000,10.21
24/10/2024,28,10000,10.2
31/10/2024,28,10000,10.2
07/11/2024,28,10000,10.1
